Date,Open,High,Low,Close,Adj Close,Volume
2021-08-13,289.480011,292.899994,289.299988,292.850006,285.464050,18249000
2021-08-16,293.190002,294.820007,290.019989,294.600006,287.169952,22507600
2021-08-17,292.390015,293.429993,291.079987,293.079987,285.688171,20075300
2021-08-18,292.040009,294.820007,290.269989,290.730011,283.940063,21813000
2021-08-19,288.690002,297.470001,288.640015,296.769989,289.839020,29850500
2021-08-20,299.720001,305.839996,298.059998,304.359985,297.251740,40817600
2021-08-23,303.250000,305.399994,301.850006,304.649994,297.534973,22830200
2021-08-24,305.019989,305.649994,302.000000,302.619995,295.552429,18175800
2021-08-25,304.299988,304.589996,300.420013,302.010010,294.956696,20006100
2021-08-26,300.989990,302.429993,298.950012,299.089996,292.104767,17666100
2021-08-27,298.989990,300.869995,296.829987,299.720001,292.720123,22605700
2021-08-30,301.119995,304.220001,301.059998,303.589996,296.499725,16348100
2021-08-31,304.420013,304.500000,301.500000,301.880005,294.829651,26285300
2021-09-01,302.869995,305.190002,301.489990,301.829987,294.780762,18983800
2021-09-02,302.200012,303.359985,300.179993,301.149994,294.116730,16285600
2021-09-03,300.989990,302.600006,300.260010,301.140015,294.106964,14747900
2021-09-07,301.010010,301.089996,298.200012,300.179993,293.169342,17180400
2021-09-08,299.779999,300.609985,297.470001,300.209991,293.198608,15046800
2021-09-09,300.820007,302.140015,297.000000,297.250000,290.307739,19927000
2021-09-10,298.420013,299.920013,295.380005,295.709991,288.803741,19633400
2021-09-13,297.549988,298.540009,294.079987,296.989990,290.053833,23652900
2021-09-14,299.559998,301.390015,298.100006,299.790009,292.788483,21853400
2021-09-15,303.260010,305.320007,301.820007,304.820007,297.700897,28356300
2021-09-16,303.760010,305.309998,300.760010,305.220001,298.091675,19550800
2021-09-17,304.170013,304.500000,299.529999,299.869995,292.866577,41372500
2021-09-20,296.329987,298.720001,289.519989,294.299988,287.426697,38278700
2021-09-21,295.690002,297.540009,294.070007,294.799988,287.914978,22364100
2021-09-22,296.730011,300.220001,294.510010,298.579987,291.606689,26626300
2021-09-23,298.850006,300.899994,297.529999,299.559998,292.563873,18604600
2021-09-24,298.230011,299.799988,296.929993,299.350006,292.358734,14999000
2021-09-27,296.140015,296.470001,292.940002,294.170013,287.299744,23571700
2021-09-28,289.799988,290.779999,282.750000,283.519989,276.898499,43186200
2021-09-29,285.100006,286.769989,283.010010,284.000000,277.367279,26353700
2021-09-30,285.709991,287.829987,281.619995,281.920013,275.335815,32343600
2021-10-01,282.119995,289.980011,281.290009,289.100006,282.348083,30086300
2021-10-04,287.399994,287.750000,280.250000,283.109985,276.498047,31350700
2021-10-05,284.049988,290.399994,284.049988,288.760010,282.016083,24993000
2021-10-06,285.779999,293.630005,285.510010,293.109985,286.264465,28002600
2021-10-07,295.179993,296.640015,293.920013,294.850006,287.963837,20430500
2021-10-08,296.220001,296.640015,293.760010,294.850006,287.963837,17685700
2021-10-11,292.920013,297.970001,292.750000,294.230011,287.358337,19298600
2021-10-12,295.339996,295.440002,292.350006,292.880005,286.039825,17974100
2021-10-13,294.910004,297.279999,293.489990,296.309998,289.389740,23416300
2021-10-14,299.209991,303.269989,297.829987,302.750000,295.679321,27262900
2021-10-15,302.339996,304.450012,300.519989,304.209991,297.105225,25384800
2021-10-18,303.570007,308.209991,302.690002,307.290009,300.113342,22729300
2021-10-19,308.350006,309.299988,307.220001,308.230011,301.031372,17682100
2021-10-20,309.209991,309.700012,306.109985,307.410004,300.230530,16537100
2021-10-21,307.170013,311.019989,306.359985,310.760010,303.502228,16918100
2021-10-22,310.399994,311.089996,307.799988,309.160004,301.939697,17449300
2021-10-25,309.359985,309.399994,306.459991,308.130005,300.933716,17554500
2021-10-26,311.000000,312.399994,308.600006,310.109985,302.867401,28107300
2021-10-27,316.000000,326.100006,316.000000,323.170013,315.622467,52588700
2021-10-28,324.329987,324.869995,321.359985,324.350006,316.774902,26297900
2021-10-29,324.130005,332.000000,323.899994,331.619995,323.875061,34766000
2021-11-01,331.359985,331.489990,326.369995,329.369995,321.677643,27073200
2021-11-02,330.309998,333.450012,330.000000,333.130005,325.349823,26487100
2021-11-03,333.899994,334.899994,330.649994,334.000000,326.199493,21500100
2021-11-04,332.890015,336.540009,329.510010,336.440002,328.582550,23992200
2021-11-05,338.510010,338.790009,334.420013,336.059998,328.211395,22570100
2021-11-08,337.299988,337.649994,334.440002,336.989990,329.119690,20897000
2021-11-09,337.109985,338.720001,334.529999,335.950012,328.103912,21307400
2021-11-10,334.570007,334.630005,329.920013,330.799988,323.074249,25500900
2021-11-11,331.250000,333.769989,330.510010,332.429993,324.666168,16849800
2021-11-12,333.920013,337.230011,333.790009,336.720001,328.855957,23831000
2021-11-15,337.540009,337.880005,334.029999,336.070007,328.221161,16723000
2021-11-16,335.679993,340.670013,335.510010,339.510010,331.580780,20886800
2021-11-17,338.940002,342.190002,338.000000,339.119995,331.805878,19053400
2021-11-18,338.179993,342.450012,337.119995,341.269989,333.909485,22463500
2021-11-19,342.640015,345.100006,342.200012,343.109985,335.709778,21963400
2021-11-22,344.619995,349.670013,339.549988,339.829987,332.500549,31031100
2021-11-23,337.049988,339.450012,333.559998,337.679993,330.396881,30427600
2021-11-24,336.279999,338.160004,333.910004,337.910004,330.621979,21661300
2021-11-26,334.350006,337.929993,328.119995,329.679993,322.569427,24217200
2021-11-29,334.940002,339.029999,334.739990,336.630005,329.369598,28563500
2021-11-30,335.320007,337.779999,328.989990,330.589996,323.459839,42885600
2021-12-01,335.130005,339.279999,329.390015,330.079987,322.960815,33337600
2021-12-02,330.299988,333.489990,327.799988,329.489990,322.383545,30766000
2021-12-03,331.989990,332.700012,318.029999,323.010010,316.043304,41779300
2021-12-06,323.950012,327.450012,319.230011,326.190002,319.154724,30032600
2021-12-07,331.640015,335.799988,330.100006,334.920013,327.696503,31021900
2021-12-08,335.309998,335.500000,330.799988,334.970001,327.745361,24761000
2021-12-09,334.410004,336.489990,332.119995,333.100006,325.915710,22214200
2021-12-10,334.980011,343.000000,334.790009,342.540009,335.152069,38095700
2021-12-13,340.679993,343.790009,339.079987,339.399994,332.079773,28899400
2021-12-14,333.220001,334.640015,324.109985,328.339996,321.258362,44438700
2021-12-15,328.609985,335.190002,324.500000,334.649994,327.432220,35381100
2021-12-16,335.709991,336.760010,323.019989,324.899994,317.892548,35034800
2021-12-17,320.880005,324.920013,317.250000,323.799988,316.816284,47750300
2021-12-20,320.049988,322.799988,317.570007,319.910004,313.010162,28326500
2021-12-21,323.290009,327.730011,319.799988,327.290009,320.231018,24740600
2021-12-22,328.299988,333.609985,325.750000,333.200012,326.013519,24831500
2021-12-23,332.750000,336.390015,332.730011,334.690002,327.471375,19617800
2021-12-27,335.459991,342.480011,335.429993,342.450012,335.063995,19947000
2021-12-28,343.149994,343.809998,340.320007,341.250000,333.889923,15661500
2021-12-29,341.299988,344.299988,339.679993,341.950012,334.574829,15042000
2021-12-30,341.910004,343.130005,338.820007,339.320007,332.001526,15994500
2021-12-31,338.510010,339.359985,335.850006,336.320007,329.066284,18000800
2022-01-03,335.350006,338.000000,329.779999,334.750000,327.530121,28865100
2022-01-04,334.829987,335.200012,326.119995,329.010010,321.913879,32674300
2022-01-05,325.859985,326.070007,315.980011,316.380005,309.556335,40054300
2022-01-06,313.149994,318.700012,311.489990,313.880005,307.110291,39646100
2022-01-07,314.149994,316.500000,310.089996,314.040009,307.266785,32720000
2022-01-10,309.489990,314.720001,304.690002,314.269989,307.491791,44289500
2022-01-11,313.380005,316.609985,309.890015,314.980011,308.186523,29386800
2022-01-12,319.670013,323.410004,317.079987,318.269989,311.405548,34372200
2022-01-13,320.470001,320.880005,304.000000,304.799988,298.226074,45366000
2022-01-14,304.250000,310.820007,303.750000,310.200012,303.509644,39846400
2022-01-18,304.070007,309.799988,301.739990,302.649994,296.122437,42333200
2022-01-19,306.290009,313.910004,302.700012,303.329987,296.787750,45933900
2022-01-20,309.070007,311.649994,301.140015,301.600006,295.095123,35380700
2022-01-21,302.690002,304.109985,295.609985,296.029999,289.645264,57984400
2022-01-24,292.200012,297.109985,276.049988,296.369995,289.977814,85731500
2022-01-25,291.519989,294.989990,285.170013,288.489990,282.267792,72848600
2022-01-26,307.989990,308.500000,293.029999,296.709991,290.310547,90428900
2022-01-27,302.660004,307.299988,297.929993,299.839996,293.373077,53481300
2022-01-28,300.230011,308.480011,294.450012,308.260010,301.611481,49743700
2022-01-31,308.950012,312.380005,306.369995,310.980011,304.272797,46444500
2022-02-01,310.410004,310.630005,305.130005,308.760010,302.100677,40950400
2022-02-02,309.630005,315.119995,308.880005,313.459991,306.699249,36636000
2022-02-03,309.489990,311.230011,299.959991,301.250000,294.752594,43730000
2022-02-04,300.209991,308.799988,299.970001,305.940002,299.341461,35096500
2022-02-07,306.170013,307.839996,299.899994,300.950012,294.459137,28533300
2022-02-08,301.250000,305.559998,299.950012,304.559998,297.991241,32421200
2022-02-09,309.869995,311.929993,307.390015,311.209991,304.497803,31284700
2022-02-10,304.040009,309.119995,300.700012,302.380005,295.858276,45386200
2022-02-11,303.190002,304.290009,294.220001,295.040009,288.676575,39175600
2022-02-14,293.769989,296.760010,291.350006,295.000000,288.637451,36359500
2022-02-15,300.010010,300.799988,297.019989,300.470001,293.989441,27058300
2022-02-16,298.369995,300.869995,293.679993,299.500000,293.646271,29982100
2022-02-17,296.359985,296.799988,290.000000,290.730011,285.047729,32461600
2022-02-18,293.049988,293.859985,286.309998,287.929993,282.302460,34264000
2022-02-22,285.000000,291.540009,284.500000,287.720001,282.096558,41736100
2022-02-23,290.179993,291.700012,280.100006,280.269989,274.792145,37811200
2022-02-24,272.510010,295.160004,271.519989,294.589996,288.832245,56989700
2022-02-25,295.140015,297.630005,291.649994,297.309998,291.499115,32546700
2022-02-28,294.309998,299.140015,293.000000,298.790009,292.950195,34627500
2022-03-01,296.399994,299.970001,292.149994,294.950012,289.185211,31217800
2022-03-02,295.359985,301.470001,293.700012,300.190002,294.322815,31873000
2022-03-03,302.890015,303.130005,294.049988,295.920013,290.136261,27314500
2022-03-04,294.290009,295.660004,287.170013,289.859985,284.194702,32356500
2022-03-07,288.529999,289.690002,278.529999,278.910004,273.458710,43157200
2022-03-08,277.799988,283.959991,270.000000,275.850006,270.458557,48159500
2022-03-09,283.440002,289.600006,280.779999,288.500000,282.861328,35204500
2022-03-10,283.019989,286.600006,280.579987,285.589996,280.008209,30628000
2022-03-11,287.959991,289.510010,279.429993,280.070007,274.596069,27209300
2022-03-14,280.339996,285.399994,275.820007,276.440002,271.036987,30660700
2022-03-15,280.350006,287.820007,278.730011,287.149994,281.537659,34245100
2022-03-16,289.109985,294.570007,283.200012,294.390015,288.636230,37826300
2022-03-17,293.290009,295.609985,289.369995,295.220001,289.449921,30816600
2022-03-18,295.369995,301.000000,292.730011,300.429993,294.558136,43390600
2022-03-21,298.890015,300.140015,294.899994,299.160004,293.312988,28351200
2022-03-22,299.799988,305.000000,298.769989,304.059998,298.117157,27599700
2022-03-23,300.510010,303.230011,297.720001,299.489990,293.636475,25715400
2022-03-24,299.140015,304.200012,298.320007,304.100006,298.156464,24484500
2022-03-25,305.230011,305.500000,299.290009,303.679993,297.744598,22566500
2022-03-28,304.329987,310.799988,304.329987,310.700012,304.627441,29578200
2022-03-29,313.910004,315.820007,309.049988,315.410004,309.245361,30393400
2022-03-30,313.760010,315.950012,311.579987,313.859985,307.725616,28163600
2022-03-31,313.899994,315.140015,307.890015,308.309998,302.284088,33422100
2022-04-01,309.369995,310.130005,305.540009,309.420013,303.372467,27110500
2022-04-04,310.089996,315.109985,309.709991,314.970001,308.813965,24289600
2022-04-05,313.269989,314.869995,309.869995,310.880005,304.803894,23156700
2022-04-06,305.190002,307.000000,296.709991,299.500000,293.646271,40110400
2022-04-07,296.660004,303.649994,296.350006,301.369995,295.479797,31411200
2022-04-08,300.440002,301.119995,296.279999,296.970001,291.165741,24361900
2022-04-11,291.790009,292.609985,285.000000,285.260010,279.684631,34569300
2022-04-12,289.239990,290.739990,280.489990,282.059998,276.547150,30966700
2022-04-13,282.730011,288.579987,281.299988,287.619995,281.998444,21907200
2022-04-14,288.089996,288.309998,279.320007,279.829987,274.360809,28221600
2022-04-18,278.910004,282.459991,278.339996,280.519989,275.037262,20778000
2022-04-19,279.380005,286.170013,278.410004,285.299988,279.723816,22297700
2022-04-20,289.399994,289.700012,285.369995,286.359985,280.763123,22906700
2022-04-21,288.579987,293.299988,280.059998,280.809998,275.321594,29454600
2022-04-22,281.679993,283.200012,273.380005,274.029999,268.674072,29405800
2022-04-25,273.290009,281.109985,270.769989,280.720001,275.233368,35678900
2022-04-26,277.500000,278.359985,270.000000,270.220001,264.938660,46518400
2022-04-27,282.100006,290.970001,279.160004,283.220001,277.684479,63477700
2022-04-28,285.190002,290.980011,281.459991,289.630005,283.969177,33646600
2022-04-29,288.609985,289.880005,276.500000,277.519989,272.095917,37073900
2022-05-02,277.709991,284.940002,276.220001,284.470001,278.910034,35151100
2022-05-03,283.959991,284.130005,280.149994,281.779999,276.272644,25978600
2022-05-04,282.589996,290.880005,276.730011,289.980011,284.312378,33599300
2022-05-05,285.540009,286.350006,274.339996,277.350006,271.929199,43260400
2022-05-06,274.809998,279.250000,271.269989,274.730011,269.360443,37780300
2022-05-09,270.059998,272.359985,263.320007,264.579987,259.408813,47726000
2022-05-10,271.690002,273.750000,265.070007,269.500000,264.232666,39336400
2022-05-11,265.679993,271.359985,259.299988,260.549988,255.457581,48975900
2022-05-12,257.690002,259.880005,250.020004,255.350006,250.359222,51033800
2022-05-13,257.350006,263.040009,255.350006,261.119995,256.016510,34925100
2022-05-16,259.959991,265.820007,255.779999,261.500000,256.389008,32550900
2022-05-17,266.109985,268.329987,262.459991,266.820007,261.605072,28828800
2022-05-18,263.000000,263.600006,252.770004,254.080002,249.694260,31356000
2022-05-19,253.899994,257.670013,251.880005,253.139999,248.770477,32692300
2022-05-20,257.239990,258.540009,246.440002,252.559998,248.200485,39199300
2022-05-23,255.490005,261.500000,253.429993,260.649994,256.150848,33175400
2022-05-24,257.890015,261.329987,253.500000,259.619995,255.138626,29043900
2022-05-25,258.140015,264.579987,257.130005,262.519989,257.988586,28547900
2022-05-26,262.269989,267.109985,261.429993,265.899994,261.310242,25002100
2022-05-27,268.480011,273.339996,267.559998,273.239990,268.523499,26910800
2022-05-31,272.529999,274.769989,268.929993,271.869995,267.177185,37827700
2022-06-01,275.200012,277.690002,270.040009,272.420013,267.717682,25292200
2022-06-02,264.450012,274.649994,261.600006,274.579987,269.840363,44008200
2022-06-03,270.309998,273.450012,268.410004,270.019989,265.359100,28059000
2022-06-06,272.059998,274.179993,267.220001,268.750000,264.111023,22400300
2022-06-07,266.640015,273.130005,265.940002,272.500000,267.796326,22860700
2022-06-08,271.709991,273.000000,269.609985,270.410004,265.742371,17372300
2022-06-09,267.779999,272.709991,264.630005,264.790009,260.219452,26439700
2022-06-10,260.579987,260.579987,252.529999,252.990005,248.623062,31422800
2022-06-13,245.110001,249.020004,241.529999,242.259995,238.078293,46135800
2022-06-14,243.860001,245.740005,241.509995,244.490005,240.269775,28651500
2022-06-15,248.309998,255.300003,246.419998,251.759995,247.414291,33111700
2022-06-16,245.979996,247.419998,243.020004,244.970001,240.741501,33169200
2022-06-17,244.699997,250.500000,244.029999,247.649994,243.375244,43084800
2022-06-21,250.259995,254.750000,249.509995,253.740005,249.360123,29928300
2022-06-22,251.889999,257.170013,250.369995,253.130005,248.760651,25939900
2022-06-23,255.570007,259.369995,253.630005,258.859985,254.391739,25861400
2022-06-24,261.809998,267.980011,261.720001,267.700012,263.079132,33923200
2022-06-27,268.209991,268.299988,263.279999,264.890015,260.317657,24615100
2022-06-28,263.980011,266.910004,256.320007,256.480011,252.052811,27295500
2022-06-29,257.589996,261.970001,255.759995,260.260010,255.767563,20069800
2022-06-30,257.049988,259.529999,252.899994,256.829987,252.396774,31730900
2022-07-01,256.390015,259.769989,254.610001,259.579987,255.099304,22837700
2022-07-05,256.160004,262.980011,254.740005,262.850006,258.312836,22941000
2022-07-06,263.750000,267.989990,262.399994,266.209991,261.614838,23824400
2022-07-07,265.119995,269.059998,265.019989,268.399994,263.767059,20859900
2022-07-08,264.790009,268.100006,263.290009,267.660004,263.039856,19658800
2022-07-11,265.649994,266.529999,262.179993,264.510010,259.944183,19455200
2022-07-12,265.880005,265.940002,252.039993,253.669998,249.291336,35868500
2022-07-13,250.190002,253.550003,248.110001,252.720001,248.357727,29497400
2022-07-14,250.570007,255.139999,245.940002,254.080002,249.694260,25102800
2022-07-15,255.720001,260.369995,254.770004,256.720001,252.288666,29774100
2022-07-18,259.750000,260.839996,253.300003,254.250000,249.861313,20975000
2022-07-19,257.579987,259.720001,253.679993,259.529999,255.050186,25012600
2022-07-20,259.899994,264.869995,258.910004,262.269989,257.742859,22788300
2022-07-21,259.790009,264.890015,257.029999,264.839996,260.268524,22404700
2022-07-22,265.239990,265.329987,259.070007,260.359985,255.865829,21881300
2022-07-25,261.000000,261.500000,256.809998,258.829987,254.362228,21056000
2022-07-26,259.859985,259.880005,249.570007,251.899994,247.551865,39348000
2022-07-27,261.160004,270.049988,258.850006,268.739990,264.101196,45994000
2022-07-28,269.750000,277.839996,267.869995,276.410004,271.638794,33459300
2022-07-29,277.700012,282.000000,276.630005,280.739990,275.894073,32152800
2022-08-01,277.820007,281.279999,275.839996,278.010010,273.211182,21539600
2022-08-02,276.000000,277.890015,272.380005,274.820007,270.076263,22754200
2022-08-03,276.760010,283.500000,276.609985,282.470001,277.594208,23518900
2022-08-04,281.799988,283.799988,280.170013,283.649994,278.753815,18098700
2022-08-05,279.149994,283.649994,278.679993,282.910004,278.026581,16774600
2022-08-08,284.049988,285.920013,279.320007,280.320007,275.481293,18739200
2022-08-09,279.640015,283.079987,277.609985,282.299988,277.427124,23405200
2022-08-10,288.170013,289.809998,286.940002,289.160004,284.168701,24687800
2022-08-11,290.850006,291.209991,286.510010,287.019989,282.065643,20065900
2022-08-12,288.480011,291.910004,286.940002,291.910004,286.871277,22619700
2022-08-15,291.000000,294.179993,290.109985,293.470001,288.404358,18085700
2022-08-16,291.989990,294.040009,290.420013,292.709991,287.657410,18102900
2022-08-17,289.739990,293.350006,289.470001,291.320007,286.899109,18253400
2022-08-18,290.190002,291.910004,289.079987,290.170013,285.766602,17186200
2022-08-19,288.899994,289.250000,285.559998,286.149994,281.807587,20570000
2022-08-22,282.079987,282.459991,277.220001,277.750000,273.535065,25061100
2022-08-23,276.440002,278.859985,275.399994,276.440002,272.244965,17527400
2022-08-24,275.410004,277.230011,275.109985,275.790009,271.604828,18137000
2022-08-25,277.329987,279.019989,274.519989,278.850006,274.618317,16583400
2022-08-26,279.079987,280.339996,267.980011,268.089996,264.021637,27549300
2022-08-29,265.850006,267.399994,263.850006,265.230011,261.205048,20338500
2022-08-30,266.670013,267.049988,260.660004,262.970001,258.979370,22767100
2022-08-31,265.390015,267.109985,261.329987,261.470001,257.502075,24791800
2022-09-01,258.869995,260.890015,255.410004,260.399994,256.448303,23263400
2022-09-02,261.700012,264.739990,254.470001,256.059998,252.174179,22855400
2022-09-06,256.200012,257.829987,251.940002,253.250000,249.406830,21328200
2022-09-07,254.699997,258.829987,253.220001,258.089996,254.173431,24126700
2022-09-08,257.510010,260.429993,254.789993,258.519989,254.596878,20319900
2022-09-09,260.500000,265.230011,260.290009,264.459991,260.446747,22084700
2022-09-12,265.779999,267.450012,265.160004,266.649994,262.603516,18747700
2022-09-13,258.839996,260.399994,251.589996,251.990005,248.165970,33353300
2022-09-14,253.529999,254.229996,249.860001,252.220001,248.392471,23913000
2022-09-15,249.770004,251.399994,244.020004,245.380005,241.656265,31530900
2022-09-16,244.259995,245.300003,242.059998,244.740005,241.025986,39791800
2022-09-19,242.470001,245.139999,240.850006,244.520004,240.809326,26826900
2022-09-20,242.070007,243.509995,239.639999,242.449997,238.770752,26660300
2022-09-21,244.270004,247.660004,238.899994,238.949997,235.323868,28625600
2022-09-22,237.869995,243.860001,237.570007,240.979996,237.323029,31061200
2022-09-23,239.539993,241.130005,235.199997,237.919998,234.309464,34176000
2022-09-26,237.050003,241.449997,236.899994,237.449997,233.846619,27694200
2022-09-27,239.979996,241.800003,234.500000,236.410004,232.822403,27018700
2022-09-28,236.809998,242.330002,234.729996,241.070007,237.411682,29029700
2022-09-29,238.889999,239.949997,234.410004,237.500000,233.895859,27484200
2022-09-30,238.289993,240.539993,232.729996,232.899994,229.365662,35694800
2022-10-03,235.410004,241.610001,234.660004,240.740005,237.086685,28880400
2022-10-04,245.089996,250.360001,244.979996,248.880005,245.103165,34888400
2022-10-05,245.990005,250.580002,244.100006,249.199997,245.418289,20347100
2022-10-06,247.929993,250.339996,246.080002,246.789993,243.044861,20239900
2022-10-07,240.899994,241.320007,233.169998,234.240005,230.685333,37769600
2022-10-10,233.050003,234.559998,226.729996,229.250000,225.771057,29743600
2022-10-11,227.619995,229.059998,224.110001,225.410004,221.989319,30474000
2022-10-12,225.399994,227.860001,223.960007,225.750000,222.324158,21903900
2022-10-13,219.850006,236.100006,219.130005,234.240005,230.685333,42551800
2022-10-14,235.539993,237.240005,228.339996,228.559998,225.091522,30198600
2022-10-17,235.820007,238.960007,235.139999,237.529999,233.925415,28142300
2022-10-18,243.240005,243.929993,235.369995,238.500000,234.880661,26329600
2022-10-19,237.039993,239.610001,234.289993,236.479996,232.891327,19985700
2022-10-20,235.770004,241.309998,234.869995,236.149994,232.566330,21811000
2022-10-21,234.740005,243.000000,234.500000,242.119995,238.445724,26299700
2022-10-24,243.759995,247.839996,241.300003,247.250000,243.497910,24911200
2022-10-25,247.259995,251.039993,245.830002,250.660004,246.856155,34775500
2022-10-26,231.169998,238.300003,230.059998,231.320007,227.809631,82543200
2022-10-27,231.039993,233.690002,225.779999,226.750000,223.308990,40424600
2022-10-28,226.240005,236.600006,226.050003,235.869995,232.290573,40647700
2022-10-31,233.759995,234.919998,231.149994,232.130005,228.607346,28357300
2022-11-01,234.600006,235.740005,227.330002,228.169998,224.707428,30592300
2022-11-02,229.460007,231.300003,220.039993,220.100006,216.759903,38407000
2022-11-03,220.089996,220.410004,213.979996,214.250000,210.998703,36633900
2022-11-04,217.550003,221.589996,213.429993,221.389999,218.030304,36789100
2022-11-07,221.990005,228.410004,221.279999,227.869995,224.412003,33498000
2022-11-08,228.699997,231.649994,225.839996,228.869995,225.396835,28192500
2022-11-09,227.369995,228.630005,224.330002,224.509995,221.102982,27852900
2022-11-10,235.429993,243.330002,235.000000,242.979996,239.292694,46268000
2022-11-11,242.990005,247.990005,241.929993,247.110001,243.360016,34620200
2022-11-14,241.990005,243.910004,239.210007,241.550003,237.884384,31123300
2022-11-15,245.660004,247.000000,240.029999,241.970001,238.298035,31390100
2022-11-16,242.789993,243.800003,240.419998,241.729996,238.732544,24093300
2022-11-17,237.779999,243.250000,237.630005,241.679993,238.683167,23123500
2022-11-18,243.509995,243.740005,239.029999,241.220001,238.228882,27613500
2022-11-21,241.429993,244.669998,241.190002,242.050003,239.048584,26394700
2022-11-22,243.589996,245.309998,240.710007,245.029999,241.991638,19665700
2022-11-23,245.110001,248.279999,244.270004,247.580002,244.510025,19508500
2022-11-25,247.309998,248.699997,246.729996,247.490005,244.421127,9200800
2022-11-28,246.080002,246.649994,240.800003,241.759995,238.762192,24778200
2022-11-29,241.399994,242.789993,238.210007,240.330002,237.349915,17956300
2022-11-30,240.570007,255.330002,239.860001,255.139999,251.976273,47594200
2022-12-01,253.869995,256.119995,250.919998,254.690002,251.531860,26041500
2022-12-02,249.820007,256.059998,249.690002,255.020004,251.857773,21528500
2022-12-05,252.009995,253.820007,248.059998,250.199997,247.097534,23435300
2022-12-06,250.820007,251.860001,243.779999,245.119995,242.080505,22463700
2022-12-07,244.830002,246.160004,242.210007,244.369995,241.339798,20481500
2022-12-08,244.839996,248.740005,243.059998,247.399994,244.332245,22611800
2022-12-09,244.699997,248.309998,244.160004,245.419998,242.376831,20609700
2022-12-12,247.449997,252.539993,247.169998,252.509995,249.378876,30665100
2022-12-13,261.690002,263.920013,253.070007,256.920013,253.734192,42196900
2022-12-14,257.130005,262.589996,254.309998,257.220001,254.030502,35410900
